"go"	"desc"	"cat"	"count"	"pct"	"p"	"total"	"pop_hit"	"pop_total"	"fold"	"bonferroni"	"benjamini"	"fdr"	"group"
"GO:0006446"	"regulation of translational initiation"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.087690705844466	493	36	16792	3.78453910299752	1	0.902023104597659	79.9701530970724	"diff"
"GO:0035023"	"regulation of Rho protein signal transduction"	"GOTERM_BP_DIRECT"	6	1.16504854368932	0.089062933086368	493	81	16792	2.52302606866501	1	0.903286865638396	80.4914867726357	"diff"
"GO:0031252"	"cell leading edge"	"GOTERM_CC_DIRECT"	4	0.776699029126214	0.0908488376989673	501	39	18224	3.73079482061518	1	0.525649222125368	74.2388434316183	"diff"
"GO:0000777"	"condensed chromosome kinetochore"	"GOTERM_CC_DIRECT"	6	1.16504854368932	0.0909526559765193	501	87	18224	2.50863789662055	1	0.52013832296616	74.2807029408821	"diff"
"GO:0051301"	"cell division"	"GOTERM_BP_DIRECT"	16	3.10679611650485	0.0922577226632696	493	350	16792	1.55706751666184	1	0.909143384144586	81.6561074488645	"diff"
"GO:0030335"	"positive regulation of cell migration"	"GOTERM_BP_DIRECT"	10	1.94174757281553	0.092340272270821	493	184	16792	1.85113325690096	1	0.907052325869886	81.6853125881369	"diff"
"GO:0061077"	"chaperone-mediated protein folding"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0934510967678975	493	37	16792	3.68225426237597	1	0.907536830143521	82.0740700480049	"diff"
"GO:0048813"	"dendrite morphogenesis"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0934510967678975	493	37	16792	3.68225426237597	1	0.907536830143521	82.0740700480049	"diff"
"GO:0000242"	"pericentriolar material"	"GOTERM_CC_DIRECT"	3	0.58252427184466	0.0945346131655108	501	19	18224	5.743460447526	1	0.528635018888822	75.6868087419824	"diff"
"GO:0043025"	"neuronal cell body"	"GOTERM_CC_DIRECT"	14	2.71844660194175	0.0955858662518208	501	315	18224	1.61667775559991	1	0.526994367017457	76.0857066093612	"diff"
"GO:2000249"	"regulation of actin cytoskeleton reorganization"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.096293784161502	493	18	16792	5.67680865449628	1	0.912146905425261	83.0338001782172	"diff"
"GO:0071539"	"protein localization to centrosome"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.096293784161502	493	18	16792	5.67680865449628	1	0.912146905425261	83.0338001782172	"diff"
"GO:0032502"	"developmental process"	"GOTERM_BP_DIRECT"	3	0.58252427184466	0.096293784161502	493	18	16792	5.67680865449628	1	0.912146905425261	83.0338001782172	"diff"
"GO:0006919"	"activation of cysteine-type endopeptidase activity involved in apoptotic process"	"GOTERM_BP_DIRECT"	6	1.16504854368932	0.0964003281973341	493	83	16792	2.46223025978152	1	0.91021399566773	83.0688112254762	"diff"
"GO:0051056"	"regulation of small GTPase mediated signal transduction"	"GOTERM_BP_DIRECT"	8	1.55339805825243	0.0991788242255318	493	134	16792	2.033483697133	1	0.914455453124346	83.9581504399474	"diff"
"GO:2001237"	"negative regulation of extrinsic apoptotic signaling pathway"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0993629272548695	493	38	16792	3.5853528344187	1	0.912763988825759	84.0154940887655	"diff"
"GO:0008625"	"extrinsic apoptotic signaling pathway via death domain receptors"	"GOTERM_BP_DIRECT"	4	0.776699029126214	0.0993629272548695	493	38	16792	3.5853528344187	1	0.912763988825759	84.0154940887655	"diff"
"GO:0003824"	"catalytic activity"	"GOTERM_MF_DIRECT"	10	1.94174757281553	0.0995621220660098	493	188	16881	1.82134996331621	1	0.756547214506957	79.520753294081	"diff"
